"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044839","GO:0044839","cell cycle G2/M phase transition","105/3831","258/17468",6.75454745489875e-12,3.75491433515508e-09,3.0993354111234e-09,"CDKN1A/FOXM1/ENSA/CALM3/CCNB1/PSMD1/PSMD11/PRKACA/CETN2/USH1C/CDC25B/PSME3/YWHAE/DNM2/PSMD2/BTRC/PSMC1/GTSE1/CDK4/PSMB2/TUBB/PPM1D/YWHAG/PSMA7/H2AFY/TUBA1A/PSMA4/PSMC2/DTL/AKAP8/CUL1/PSMB7/MAPRE1/PSMD3/ATM/PSMD10/PKMYT1/PSMC3/USP47/PSMB4/ATAD5/PPP2R1A/PSMB10/MASTL/SKP1/NINL/TICRR/CCNH/KHDRBS1/BRD4/CEP192/OPTN/CDC7/PSME1/PSMC4/PRKAR2B/RCC2/PSMB6/PSMB5/BRCC3/TUBB4B/PSMD9/HMMR/PSMB3/AURKB/PSME4/CDK5RAP3/MIIP/BRSK1/CEP131/PSMC5/NBN/AKAP9/RAB11A/CEP63/HAUS3/SIN3A/PAFAH1B1/ABCB1/ACTR1A/TUBA4A/FHL1/PSMA6/CCNY/PLK1/PLK3/CDC25A/BACH1/ARPP19/CCND1/PCM1/CCNB2/APP/PCNT/FZR1/PSMB1/DBF4B/SFI1/CCNB3/CCNA2/HSPA2/SSNA1/PSMA3/TPX2/DCTN3",105
"GO:0000086","GO:0000086","G2/M transition of mitotic cell cycle","99/3831","239/17468",7.88716365474056e-12,4.01916714572821e-09,3.31745173021763e-09,"CDKN1A/FOXM1/ENSA/CALM3/CCNB1/PSMD1/PSMD11/PRKACA/CETN2/USH1C/CDC25B/PSME3/YWHAE/DNM2/PSMD2/BTRC/PSMC1/CDK4/PSMB2/TUBB/PPM1D/YWHAG/PSMA7/TUBA1A/PSMA4/PSMC2/DTL/CUL1/PSMB7/MAPRE1/PSMD3/ATM/PSMD10/PKMYT1/PSMC3/USP47/PSMB4/PPP2R1A/PSMB10/MASTL/SKP1/NINL/TICRR/CCNH/KHDRBS1/BRD4/CEP192/OPTN/CDC7/PSME1/PSMC4/PRKAR2B/RCC2/PSMB6/PSMB5/TUBB4B/PSMD9/HMMR/PSMB3/AURKB/PSME4/CDK5RAP3/MIIP/BRSK1/CEP131/PSMC5/NBN/AKAP9/RAB11A/CEP63/HAUS3/SIN3A/PAFAH1B1/ABCB1/ACTR1A/TUBA4A/FHL1/PSMA6/CCNY/PLK1/PLK3/CDC25A/BACH1/ARPP19/CCND1/PCM1/CCNB2/APP/PCNT/PSMB1/DBF4B/SFI1/CCNB3/CCNA2/HSPA2/SSNA1/PSMA3/TPX2/DCTN3",99
"GO:0043488","GO:0043488","regulation of mRNA stability","73/3831","158/17468",9.68461527252971e-12,4.55549403011686e-09,3.76014009973927e-09,"MOV10/HSPA1A/YBX1/APEX1/HSPA8/ALKBH5/IGF2BP1/PSMD1/PSMD11/HSPB1/PABPC1/MTOR/KHSRP/HNRNPR/PSME3/EIF4G1/PSMD2/SET/PSMC1/PSMB2/YWHAZ/ZFP36L1/IGF2BP2/LARP1/PSMA7/HNRNPA0/PSMA4/PSMC2/PSMB7/PSMD3/PSMD10/PSMC3/GDNF/PSMB4/HNRNPU/RBM24/ELAVL1/CARHSP1/UBC/PSMB10/EXOSC3/PSME1/PSMC4/PSMB6/ANGEL2/ZFP36/PSMB5/TNPO1/PSMD9/ANP32A/XRN1/YWHAB/PSMB3/PDE12/PSME4/ROCK1/PSMC5/TIRAP/ZC3H12A/AKT1/XPO1/E2F1/PSMA6/THRAP3/CIRBP/PSMB1/PRKCA/PUM2/PAIP1/RBM10/VIM/UBA52/PSMA3",73
"GO:0072331","GO:0072331","signal transduction by p53 class mediator","106/3831","264/17468",1.4314739304156e-11,6.25247363177959e-09,5.16084022281415e-09,"CDKN1A/BTG2/FOXM1/PLK2/MYBBP1A/PRMT5/KMT5A/CCNB1/RPS27L/CD44/ZMPSTE24/USP28/DDIT4/CNOT9/PMAIP1/GADD45A/SSRP1/MBD3/CDK5/POU4F1/TFDP1/RAD50/GTSE1/SESN2/TAF9B/YJU2/PPM1D/RPA1/HINT1/HDAC1/NOP2/RMI2/SHISA5/BAX/E2F2/BCL2L12/CNOT7/RHNO1/CNOT11/MDM2/BAG6/SOX4/SNAI2/IFI16/CASP2/ATM/PSMD10/KAT5/ZNF385A/ATAD5/TP53INP1/CHD4/EDA2R/TRIAP1/PRMT1/TP73/BOP1/PDK2/TP53BP2/RBBP8/DDX5/ARID3A/CSNK2A1/MEAF6/RPA2/AURKB/TAF7/CSNK2B/CDK5RAP3/SUPT16H/MUC1/SIRT1/NBN/CDK5R1/PTTG1IP/TWIST1/MAPKAPK5/E2F4/DNA2/FHIT/AKT1/BRD7/TFAP4/USP10/RRS1/RPL26/EHMT2/DYRK2/TTC5/NUPR1/RBBP4/TAF4/PLA2R1/E2F1/HEXIM1/PERP/PLK3/PLAGL1/EEF1E1/TAF13/ING5/CNOT3/PRKAB1/NDRG1/SPRED2/TPX2",106
"GO:0032984","GO:0032984","protein-containing complex disassembly","116/3831","299/17468",2.19551813314932e-11,8.95039558947208e-09,7.38772592873755e-09,"EIF5A/VPS33A/KIF18B/HSPA8/MRPL36/FYCO1/SMARCB1/MID1/MRPS7/MRPL27/HMGA1/WDR1/ZMPSTE24/GRWD1/MTPN/PLEKHH2/DDIT4/CHMP3/ZFAND1/PDXP/GADD45GIP1/WASHC2C/SET/MRPL23/SMARCA4/MRPL45/DMTN/MICAL1/CFL1/TFIP11/ATG14/MRPL12/MRPL54/GABARAPL1/MRPL11/PPP1CA/RDX/MRPL4/LMOD1/SPAST/SMCR8/LAMP2/MYC/VCP/MRPL19/TWF2/SMARCE1/MID1IP1/DVL1/MRPS23/CSNK1A1/MRPL20/MRPL37/VAMP8/DSTN/MRPL28/MRPS10/SPTBN2/HIST3H2A/APEH/MAP1B/TBC1D25/SMARCD1/DVL3/SNAPIN/SNAP29/ADD1/DENR/STMN1/TRMT112/MRPL53/MRPS18A/MRPS15/GBA/IGF1R/MRPL35/MRPS18B/KIF2C/MRPL1/MTRF1/MRPL44/KATNB1/MRPL15/SMARCC1/MRRF/MRPL41/UBQLN4/CAV1/CHMP1A/CTNNB1/STX17/SUPT16H/MRPS12/EIF5AL1/MRPL47/JMJD4/MRPL40/ASPH/MRPS11/MRPL46/ARHGEF2/IRGM/MRPL3/NSF/MRPS5/MRPS35/C12orf65/MRPL38/AURKAIP1/AVIL/MRPS24/ACTN2/MRPL14/PHF23/MRPS16/NCKAP5L",116
"GO:0010498","GO:0010498","proteasomal protein catabolic process","140/3831","382/17468",2.56076804885621e-11,9.78693538672231e-09,8.07821236464836e-09,"NR1D1/HSPA1A/PLK2/UFD1/HERPUD1/KEAP1/UCHL1/CCNB1/PSMD1/PSMD11/PRKACA/KLHL15/BCAP31/PMAIP1/PSME3/NPLOC4/MAP1A/PSMD2/BTRC/CCNF/DNAJB12/PSMC1/RNF216/CDC27/UBE2C/PSMB2/GSK3A/CCAR2/FAF2/RNF122/PARK7/PSMA7/HSP90AB1/UBE2K/RNF4/MDM2/SGTA/USP5/BAG6/RNF40/PSMA4/HSPBP1/PSMC2/CUL1/VCP/PSMB7/DDB1/PKD1/PSMD3/HSPA5/FBXO44/DDIT3/PSMD10/KAT5/DERL1/PSMC3/DVL1/PSMB4/USP13/ENC1/RNF187/SVIP/GLMN/UBC/CSNK1A1/RBCK1/RAD23B/SKP2/PSMB10/OGT/UFL1/SKP1/CDC20/FBXW7/USP14/TRIM25/KCTD17/ANAPC7/RHBDF1/GNA12/PSME1/PSMC4/PSMB6/CLU/PSMB5/ANAPC16/GBA/YOD1/PCBP2/ATXN3/PSMD9/PSMB3/AURKB/PSME4/RNF41/PCNP/TBL1XR1/SMARCC1/UBQLN4/CAV1/CTNNB1/FOXRED2/SIRT2/LAMP3/CUL4B/GCLC/PSMC5/SIRT1/RYBP/ECPAS/USP25/GPX1/ERLIN2/FHIT/AKT1/WWP2/CCDC47/UBE2G2/TRIM13/NUPR1/FBXL19/PSMA6/PLK1/USP44/PLK3/ARRB2/FBXW5/FZR1/PSMB1/STUB1/TMF1/FBXO33/PRPF19/TMUB1/LRRK2/UBE2H/GET4/UBA52/PSMA3/ARAF",140
"GO:0010506","GO:0010506","regulation of autophagy","120/3831","316/17468",5.06457000173652e-11,1.74383549915834e-08,1.43937534422933e-08,"PLK2/DEPP1/ATP6V0E2/ATP6V0D1/XBP1/EEF1A2/ATP6V1G1/UCHL1/FYCO1/VDAC1/PRKACA/RAB1B/WDR6/EIF4G2/ATP6V0C/HSPB8/PIP4K2B/ZMPSTE24/CHMP4B/HSPB1/ABL2/VPS35/MTOR/EIF4G1/SNX32/MLST8/CDK5/ATP6V1C1/SESN2/TBC1D14/GSK3A/LAMTOR5/EXOC7/PARK7/LARP1/TRIB3/CTSA/FEZ1/SMCR8/POLDIP2/IFI16/ATP6V0A2/VPS26A/FBXO7/TMEM173/ATM/SOGA1/TRIM65/DDIT3/KAT5/KDM4A/LAMTOR1/GOLGA2/USP13/CDC37/TP53INP1/SVIP/RIPK2/IFT88/ATP6V0A1/CAPNS1/FBXW7/TBC1D25/ATG13/RRAGC/ATP5IF1/OPTN/DAPK1/CTTN/SH3GLB1/BAG3/FOXK2/BAD/GBA/KIAA1324/RNF41/ROCK1/FLCN/RRAGD/UBQLN4/LEPR/SIRT2/LAMP3/RAB39B/SIRT1/RMC1/CDK5R1/MID2/SNRNP70/RAB8A/GATA4/ZC3H12A/AKT1/SLC38A9/USP10/TRIM8/IRGM/CPTP/ERN1/RALB/TRIM13/LAMTOR4/NUPR1/RNF152/ATP13A2/XPA/WDR41/PLK3/CASP3/HMGB1/DCN/PHF23/HAX1/LAMTOR3/MAPK15/PIK3CB/LRRK2/PRKAB1/PIP4K2C/NOD1",120
"GO:0043618","GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress","55/3831","109/17468",5.13312166555194e-11,1.74383549915834e-08,1.43937534422933e-08,"HSPA1A/ATF3/DNAJB1/EGR1/JUN/PSMD1/PSMD11/PSME3/PSMD2/PSMC1/SESN2/PSMB2/PSMA7/CREBBP/EGLN2/CUL2/PSMA4/CREB3L1/PSMC2/PSMB7/PSMD3/HSPA5/TMBIM6/DDIT3/PSMD10/PSMC3/PSMB4/UBC/PSMB10/CHD6/HIGD1A/PSME1/PSMC4/PSMB6/BAG3/PSMB5/PSMD9/PSMB3/HIF1AN/PSME4/ARNT/SIRT2/MUC1/PSMC5/SIN3A/PSMA6/HSF1/BACH1/PSMB1/ELOB/EPAS1/UBA52/GCN1/PSMA3/ELOC",55
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","152/3831","428/17468",5.58320318094997e-11,1.75877235303925e-08,1.45170433925605e-08,"CDKN1A/BTG2/PLK2/ADAMTS1/APEX1/EGFR/CCNB1/PSMD1/PSMD11/RPS27L/PRKACA/CETN2/CNOT9/GADD45A/PSME3/EIF4G1/MEPCE/YWHAE/PSMD2/BTRC/TFDP1/ZW10/PSMC1/GTSE1/CDC27/CDK4/UBE2C/PSMB2/TUBB/YWHAG/ZFP36L1/ESPL1/PSMA7/ERCC2/BAX/TUBA1A/CDCA5/RDX/CNOT7/CNOT11/MDM2/SOX4/PSMA4/PSMC2/DTL/CASP2/CUL1/PSMB7/DDB1/MAPRE1/FBXO7/PKD1/PSMD3/ATM/PSMD10/PSMC3/USP47/PSMB4/BTN2A2/ZNF385A/ATAD5/PPP2R1A/PSMB10/TRIAP1/PRMT1/SKP1/NINL/TICRR/CDC20/BRD4/CTDSP2/CEP192/ANAPC7/CDC7/PSME1/PSMC4/TEX14/PRKAR2B/RCC2/PSMB6/ARID3A/CCND2/PSMB5/INO80/ANAPC16/CDK10/TUBB4B/PSMD9/RPA2/HMMR/PSMB3/AURKB/PSME4/CDK5RAP3/SLFN11/MIIP/BRSK1/CEP131/SIRT2/CUL4B/MUC1/PSMC5/NBN/CCNE1/AKAP9/RAB11A/E2F4/CEP63/PTPN6/AKT1/HAUS3/BRD7/TFAP4/SIN3A/PAFAH1B1/ACTR1A/CDC6/RPL26/TUBA4A/PRMT2/RIPK1/FHL1/TRIP13/KLF4/NDC80/E2F1/PSMA6/PLK1/USP44/PLK3/CCND1/PLAGL1/PCM1/XPC/LSM11/APP/PCNT/FZR1/PSMB1/ANLN/KANK2/DBF4B/SFI1/CCNB3/CNOT3/HSPA2/SSNA1/KNTC1/XRCC3/PSMA3/TPX2/DCTN3",152
"GO:0043620","GO:0043620","regulation of DNA-templated transcription in response to stress","57/3831","115/17468",5.75232167796975e-11,1.75877235303925e-08,1.45170433925605e-08,"HSPA1A/ATF3/DNAJB1/EGR1/JUN/PSMD1/PSMD11/PSME3/PSMD2/PSMC1/SESN2/PSMB2/PSMA7/CREBBP/EGLN2/CUL2/PSMA4/CREB3L1/PSMC2/PSMB7/PSMD3/HSPA5/TMBIM6/DDIT3/PSMD10/PSMC3/PSMB4/UBC/PSMB10/CHD6/HIGD1A/PSME1/PSMC4/PSMB6/BAG3/PSMB5/TCIM/PSMD9/PSMB3/HIF1AN/PSME4/ARNT/SIRT2/MUC1/PSMC5/SIN3A/RGS14/PSMA6/HSF1/BACH1/PSMB1/ELOB/EPAS1/UBA52/GCN1/PSMA3/ELOC",57
"GO:0022411","GO:0022411","cellular component disassembly","170/3831","493/17468",6.14880771975041e-11,1.7904742479178e-08,1.47787132913299e-08,"H1F0/EIF5A/VPS33A/KIF18B/HSPA8/HTRA1/MRPL36/FYCO1/SMARCB1/CCNB1/VDAC1/MID1/MRPS7/MRPL27/HMGA1/CD44/WDR1/ZMPSTE24/GRWD1/MTPN/PLEKHH2/SCUBE3/DDIT4/CHMP3/KPNB1/ZFAND1/PDXP/GADD45GIP1/WASHC2C/CDK5/SET/MRPL23/SMARCA4/GSK3A/MRPL45/DMTN/MICAL1/PARK7/CFL1/TFIP11/ATG14/MRPL12/MRPL54/BAX/GABARAPL1/MRPL11/MELTF/PPP1CA/RDX/MRPL4/LMOD1/SPAST/SMCR8/SNAI2/LAMP2/MYC/SCUBE1/ACIN1/VCP/LAMC1/MRPL19/TWF2/FBXO7/SMARCE1/TMEM173/FURIN/MID1IP1/DVL1/GOLGA2/CDC37/FIS1/MRPS23/CSNK1A1/MRPL20/MARK2/MRPL37/VAMP8/DSTN/CAPNS1/MRPL28/MRPS10/SPTBN2/MMP2/HIST3H2A/FBXW7/APEH/MAP1B/TBC1D25/SMARCD1/PADI2/ATP5IF1/OPTN/DVL3/SNAPIN/SNAP29/ADD1/DENR/CTTN/FSCN1/STMN1/TRMT112/KPNA1/MRPL53/MRPS18A/GPER1/MRPS15/PPARGC1A/GBA/IGF1R/MRPL35/MRPS18B/KIF2C/MRPL1/MTRF1/MRPL44/RNF41/KATNB1/AIFM1/MRPL15/SMARCC1/MRRF/MRPL41/UBQLN4/CDK5RAP3/CAV1/CHMP1A/CTNNB1/STX17/SUPT16H/MRPS12/EIF5AL1/CAPN2/MRPL47/JMJD4/MRPL40/ASPH/MRPS11/MRPL46/PAFAH1B1/ARHGEF2/IRGM/NMNAT1/MRPL3/NSF/MRPS5/MRPS35/C12orf65/BSG/MRPL38/ATP13A2/AURKAIP1/AVIL/MRPS24/PLK1/PLK3/HSF1/CASP3/CCNB2/ACTN2/MRPL14/HMGB1/PHF23/PRKCA/HAX1/MRPS16/HSPA2/TGFBR1/LCP1/NCKAP5L/FGFR4",170
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","160/3831","464/17468",2.25903584758552e-10,6.27909282181157e-08,5.18281190869501e-08,"CDKN1A/BTG2/PLK2/ADAMTS1/APEX1/EGFR/PAGR1/CCNB1/PSMD1/PSMD11/RPS27L/PRKACA/CETN2/CNOT9/GADD45A/PSME3/EIF4G1/MEPCE/YWHAE/PSMD2/BTRC/TFDP1/ZW10/PSMC1/GTSE1/CDC27/CDK4/UBE2C/PSMB2/TUBB/FAM83D/YWHAG/ZFP36L1/ESPL1/PSMA7/H2AFY/ERCC2/BAX/TUBA1A/CDCA5/RDX/CNOT7/CNOT11/MDM2/SOX4/PSMA4/PSMC2/DTL/CASP2/CUL1/PSMB7/DDB1/MAPRE1/FBXO7/PKD1/PSMD3/ATM/PSMD10/PSMC3/USP47/PSMB4/BTN2A2/ZNF385A/ATAD5/PPP2R1A/PSMB10/TRIAP1/PRMT1/SKP1/NINL/TICRR/CDC20/FBXW7/BRD4/CTDSP2/CEP192/ANAPC7/CDC7/PSME1/PSMC4/TEX14/PRKAR2B/RCC2/PSMB6/ARID3A/CCND2/PSMB5/INO80/BRCC3/ANAPC16/CDK10/TUBB4B/TCIM/PSMD9/RPA2/HMMR/PSMB3/AURKB/PSME4/ATP2B4/CDK5RAP3/SLFN11/MIIP/BRSK1/CEP131/SIRT2/CUL4B/MUC1/PSMC5/NBN/CCNE1/AKAP9/RAB11A/E2F4/CEP63/PTPN6/AKT1/HAUS3/BRD7/TFAP4/SIN3A/PAFAH1B1/ACTR1A/CDC6/RPL26/TUBA4A/PRMT2/RIPK1/FHL1/TRIP13/KLF4/NDC80/E2F1/PSMA6/PLK1/USP44/PLK3/CCND1/PLAGL1/PCM1/XPC/LSM11/APP/PCNT/FZR1/PSMB1/ANLN/KANK2/DBF4B/SFI1/MAPK15/CCNB3/CNOT3/HSPA2/SSNA1/KNTC1/XRCC3/PSMA3/TPX2/DCTN3",160
"GO:0043161","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","121/3831","328/17468",3.56896838456096e-10,9.48880072677837e-08,7.832129704334e-08,"HSPA1A/PLK2/UFD1/HERPUD1/KEAP1/UCHL1/CCNB1/PSMD1/PSMD11/KLHL15/BCAP31/PSME3/NPLOC4/MAP1A/PSMD2/BTRC/CCNF/PSMC1/RNF216/CDC27/UBE2C/PSMB2/GSK3A/CCAR2/FAF2/RNF122/PARK7/PSMA7/HSP90AB1/UBE2K/RNF4/MDM2/SGTA/USP5/BAG6/PSMA4/HSPBP1/PSMC2/CUL1/VCP/PSMB7/DDB1/PSMD3/HSPA5/DDIT3/PSMD10/KAT5/DERL1/PSMC3/DVL1/PSMB4/RNF187/SVIP/GLMN/UBC/CSNK1A1/RBCK1/RAD23B/SKP2/PSMB10/OGT/UFL1/SKP1/CDC20/FBXW7/USP14/TRIM25/KCTD17/ANAPC7/GNA12/PSME1/PSMC4/PSMB6/CLU/PSMB5/ANAPC16/GBA/YOD1/PCBP2/ATXN3/PSMD9/PSMB3/AURKB/PSME4/PCNP/TBL1XR1/SMARCC1/UBQLN4/CAV1/CTNNB1/FOXRED2/SIRT2/GCLC/PSMC5/SIRT1/RYBP/ECPAS/ERLIN2/FHIT/AKT1/WWP2/CCDC47/UBE2G2/TRIM13/FBXL19/PSMA6/PLK1/USP44/PLK3/ARRB2/FBXW5/FZR1/PSMB1/STUB1/FBXO33/TMUB1/LRRK2/UBE2H/UBA52/PSMA3/ARAF",121
"GO:0016579","GO:0016579","protein deubiquitination","101/3831","261/17468",5.04748822971762e-10,1.28605793853014e-07,1.06152219567965e-07,"UFD1/ATXN7L3/KEAP1/UCHL1/PSMD1/SHMT2/PSMD11/USP28/ACTB/RHOA/RUVBL1/PSME3/USP11/MCRS1/ACTL6A/PSMD2/USP45/PSMC1/ADRM1/TAF9B/PSMB2/MYSM1/PARK7/PSMA7/BAP1/HCFC1/YY1/MDM2/USP5/JOSD2/PSMA4/MYC/PSMC2/VCP/PSMB7/PSMD3/TNIP2/PSMD10/OTUB1/PSMC3/USP47/PSMB4/USP13/TADA2B/TADA3/UBC/RAD23B/SKP2/PSMB10/SNX3/TOMM20/OGT/KAT2A/OTUD6B/CDC20/ACTR5/USP14/RCE1/USP34/USP22/OTUD3/PSME1/PSMC4/PSMB6/FOXK2/PSMB5/INO80/IFIH1/BRCC3/YOD1/ATXN3/PSMD9/PSMB3/PSME4/USP24/PSMC5/USP25/STAMBP/ZC3H12A/USP10/INO80D/DDB2/DESI2/RIPK1/TRRAP/NEDD8/NFRKB/VCPIP1/PSMA6/USP44/ARRB2/CDC25A/OTUD4/PSMB1/RNF123/MINDY4/CCNA2/TGFBR1/TRAF3/UBA52/PSMA3",101
"GO:0070646","GO:0070646","protein modification by small protein removal","104/3831","274/17468",1.00017575787824e-09,2.42900207080593e-07,2.00491714584747e-07,"UFD1/ATXN7L3/KEAP1/UCHL1/PSMD1/SHMT2/PSMD11/USP28/ACTB/RHOA/RUVBL1/PSME3/USP11/MCRS1/ACTL6A/COPS8/PSMD2/USP45/PSMC1/ADRM1/TAF9B/PSMB2/MYSM1/PARK7/PSMA7/BAP1/HCFC1/YY1/MDM2/USP5/JOSD2/PSMA4/MYC/PSMC2/VCP/PSMB7/PSMD3/TNIP2/PSMD10/OTUB1/PSMC3/USP47/PSMB4/USP13/TADA2B/TADA3/UBC/RAD23B/SKP2/PSMB10/SNX3/TOMM20/OGT/KAT2A/OTUD6B/CDC20/ACTR5/USP14/RCE1/USP34/USP22/OTUD3/PSME1/PSMC4/PSMB6/FOXK2/PSMB5/INO80/IFIH1/BRCC3/YOD1/ATXN3/PSMD9/PSMB3/PSME4/USP24/PSMC5/USP25/STAMBP/ZC3H12A/USP10/GPS1/INO80D/DDB2/DESI2/RIPK1/TRRAP/NEDD8/NFRKB/VCPIP1/PSMA6/USP44/ARRB2/CDC25A/OTUD4/PSMB1/RNF123/MINDY4/CCNA2/TGFBR1/COPS4/TRAF3/UBA52/PSMA3",104
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","55/3831","116/17468",1.0327727529183e-09,2.42900207080593e-07,2.00491714584747e-07,"HSPA1A/HSPA1B/PLK2/UBXN2B/KIF3B/CCNB1/RCC1/SAPCD2/CHMP4B/RHOA/PSRC1/KPNB1/ZW10/ESPL1/POC1A/SPAST/SMC1A/KIFC1/PKD1/TACC3/KIF4A/SMC3/MAP9/GOLGA2/HNRNPU/PARP3/ARHGEF10/CDC20/CEP192/RAN/STMN1/STIL/AURKB/DRG1/SPC25/STAG1/CHMP1A/BCCIP/RAE1/PIBF1/TBCE/RAB11A/MYBL2/SETD2/EML1/PAFAH1B1/ARHGEF2/NDC80/PLK1/SPRY2/PCNT/KIF23/TPX2/WDR62/WRAP73",55
"GO:0010389","GO:0010389","regulation of G2/M transition of mitotic cell cycle","77/3831","186/17468",1.66821067511593e-09,3.77818825123479e-07,3.11854588194187e-07,"CCNB1/PSMD1/PSMD11/PRKACA/CETN2/PSME3/YWHAE/PSMD2/PSMC1/CDK4/PSMB2/TUBB/YWHAG/PSMA7/TUBA1A/PSMA4/PSMC2/DTL/CUL1/PSMB7/MAPRE1/PSMD3/ATM/PSMD10/PSMC3/USP47/PSMB4/PPP2R1A/PSMB10/SKP1/NINL/TICRR/BRD4/CEP192/CDC7/PSME1/PSMC4/PRKAR2B/RCC2/PSMB6/PSMB5/TUBB4B/PSMD9/HMMR/PSMB3/AURKB/PSME4/CDK5RAP3/MIIP/BRSK1/CEP131/PSMC5/NBN/AKAP9/RAB11A/CEP63/HAUS3/SIN3A/PAFAH1B1/ACTR1A/TUBA4A/FHL1/PSMA6/PLK1/CCND1/PCM1/APP/PCNT/PSMB1/DBF4B/SFI1/CCNB3/HSPA2/SSNA1/PSMA3/TPX2/DCTN3",77
"GO:1902749","GO:1902749","regulation of cell cycle G2/M phase transition","82/3831","203/17468",2.02656324255268e-09,4.42586936721772e-07,3.65314689775943e-07,"CCNB1/PSMD1/PSMD11/PRKACA/CETN2/PSME3/YWHAE/PSMD2/PSMC1/GTSE1/CDK4/PSMB2/TUBB/YWHAG/PSMA7/H2AFY/TUBA1A/PSMA4/PSMC2/DTL/CUL1/PSMB7/MAPRE1/PSMD3/ATM/PSMD10/PSMC3/USP47/PSMB4/ATAD5/PPP2R1A/PSMB10/SKP1/NINL/TICRR/BRD4/CEP192/CDC7/PSME1/PSMC4/PRKAR2B/RCC2/PSMB6/PSMB5/BRCC3/TUBB4B/PSMD9/HMMR/PSMB3/AURKB/PSME4/CDK5RAP3/MIIP/BRSK1/CEP131/PSMC5/NBN/AKAP9/RAB11A/CEP63/HAUS3/SIN3A/PAFAH1B1/ACTR1A/TUBA4A/FHL1/PSMA6/PLK1/CCND1/PCM1/APP/PCNT/FZR1/PSMB1/DBF4B/SFI1/CCNB3/HSPA2/SSNA1/PSMA3/TPX2/DCTN3",82
"GO:0034660","GO:0034660","ncRNA metabolic process","158/3831","470/17468",2.33583697874301e-09,4.92539418103915e-07,4.06545855283947e-07,"NABP2/QARS/DHX37/DIS3L/SMARCB1/UTP20/ELP1/HSD17B10/TRMT61A/TRMT1/WDR43/NOP14/MTOR/KHSRP/TSR3/RPUSD4/GRSF1/POLR2F/EXOSC10/ISG20L2/DUS1L/SARS/MEPCE/USB1/GTF3C6/PUS1/NHP2/SMARCA4/RRP15/RRP9/PES1/POLR1B/TRMO/H2AFY/UTP3/NSUN2/EMG1/RPRD1B/RRP7A/LAGE3/WARS/RRP36/RPP30/RPAP2/UTP14A/TRIR/TENT2/FAM207A/FCF1/URM1/NOL11/SPIN1/CCNT2/RPP40/LCMT2/DDX21/DDX56/TRMT2B/POP4/POLR2E/GTF2A1/BRF1/NSUN6/GTF3C2/METTL1/POLR2L/UTP18/DDX27/TARBP2/XRN2/INTS3/AIMP2/METTL8/EXOSC3/PA2G4/HRAS/FARSB/POLR2G/NOLC1/NCBP1/SNU13/SARS2/USP14/DICER1/NCL/MPHOSPH10/TUT7/DTD2/RAN/BOP1/PWP1/AARS2/ADAR/INTS14/DDX51/AARS/RPS17/CD3EAP/POLR2J/WARS2/TRMT112/TRMT11/SNAPC1/AGO1/POLR2I/DDX49/CSTF2/PELP1/INTS2/XRN1/RRNAD1/UTP25/DKC1/GTF3C5/SSB/CCNT1/IARS2/EARS2/POP1/SRRT/SIRT1/RTRAF/NOL8/ELP6/PNPT1/ZC3H12A/PRORP/RIOK3/TRIT1/DCAF13/SUV39H1/RPL26/TRPT1/FARSA/INTS11/INTS7/NOL6/TSEN34/DDX1/ELP5/BMS1/DDX47/OSGEPL1/TUT1/EEF1E1/TAF13/IMP3/INTS5/ELP2/POLR2D/MRM3/TSEN54/TRMT9B/PDCD11/POLR2C/NAT10/POLR3K/RARS2",158
"GO:0007052","GO:0007052","mitotic spindle organization","47/3831","95/17468",2.93774099631455e-09,5.98809539748782e-07,4.94262037800992e-07,"HSPA1A/HSPA1B/PLK2/KIF3B/CCNB1/RCC1/CHMP4B/RHOA/PSRC1/KPNB1/POC1A/SPAST/SMC1A/KIFC1/PKD1/TACC3/KIF4A/SMC3/MAP9/GOLGA2/HNRNPU/PARP3/ARHGEF10/CDC20/CEP192/RAN/STMN1/STIL/AURKB/DRG1/SPC25/STAG1/CHMP1A/BCCIP/RAE1/PIBF1/TBCE/RAB11A/MYBL2/EML1/NDC80/PLK1/PCNT/KIF23/TPX2/WDR62/WRAP73",47
"GO:0007051","GO:0007051","spindle organization","64/3831","147/17468",3.61272549536492e-09,7.12639238843759e-07,5.88217954168924e-07,"HSPA1A/HSPA1B/PLK2/KIF3B/CCNB1/RCC1/CHMP4B/RHOA/PSRC1/KPNB1/TUBB/ESPL1/POC1A/RNF4/SPAST/SMC1A/KIFC1/PKD1/TACC3/KIF4A/SMC3/MAP9/GOLGA2/HNRNPU/PARP3/PPP2R1A/CCDC69/ARHGEF10/NEK7/CDC20/CEP192/RAN/NCOR1/STMN1/INO80/DLG1/STIL/AUNIP/AURKB/DRG1/SPC25/STAG1/CHMP1A/BCCIP/RAE1/PIBF1/TBCE/RAB11A/MYBL2/CEP63/EML1/HAUS3/RGS14/NDC80/PLK1/SPAG5/PCNT/KIF23/MAPK15/TRIM36/MLH1/TPX2/WDR62/WRAP73",64
